https://www.bitget.com/api-doc/contract/market/Get-History-Candle-Data
Unix,Date,Symbol,Open,High,Low,Close,Volume,Volume Base Asset,tradecount
0,0,BTCUSDT,68704.2,68903.4,67864.1,68238.8,1050905246.7285,15390.177,0
0,0,BTCUSDT,69396.4,69511.4,68450,68704.2,460141760.349,6678.205,0
0,0,BTCUSDT,69517.2,69565.5,69380.6,69396.4,88671780.4926,1276.444,0
0,0,BTCUSDT,69478.4,69550.4,69377,69517.2,106995946.6763,1540.247,0
0,0,BTCUSDT,69565.2,69583.5,69396.8,69478.4,104415264.2929,1503.272,0
0,0,BTCUSDT,69595.6,69671.2,69510.2,69565.2,55874970.7968,803.121,0
0,0,BTCUSDT,69478.4,69659.1,69313.3,69595.6,379209192.8842,5459.598,0
0,0,BTCUSDT,69838.5,69838.6,69363.5,69478.4,453621414.4529,6520.065,0
0,0,BTCUSDT,70012.7,70105.1,69708.1,69838.5,277228135.2552,3964.705,0
0,0,BTCUSDT,69954.4,70048.3,69730.9,70012.7,276061283.9277,3949.922,0
0,0,BTCUSDT,70026.8,70075.8,69694,69954.4,659837208.9342,9438.881,0
0,0,BTCUSDT,69662.1,70164.4,69591.7,70026.8,795641849.2837,11377.861,0
0,0,BTCUSDT,69401.6,69663.6,69289,69662.1,263144949.2905,3785.284,0
